review_text_processed,polarity
"['recom', 'lojaentreg', 'praz', 'produt', 'vei', 'perfeit', 'condico']",1.0
"['entreg', 'sup', 'rap', 'recom']",1.0
"['pagu', 'compr']",1.0
"['gost', 'loj', 'entreg', 'rap', 'segur', 'ame']",1.0
"['otim', 'produt']",1.0
"['entreg', 'bem', 'antes', 'praz', 'estipul', 'produt', 'excelent', 'estad', 'qualidad']",1.0
['otim'],1.0
"['demor', 'entreg', 'produt', 'cheg', 'certinh']",1.0
"['acess', 'ped', 'ruim', 'precis', 'melhor']",1.0
"['necessari', 'inform', 'entreg', 'ser', 'correi']",1.0
"['dois', 'produt', 'aind', 'aguard', 'segund', 'item', 'mes', 'centr', 'puf', 'ja', 'cheg', 'perfeit', 'estad']",1.0
"['bom', 'faz', 'compr']",1.0
"['ja', 'pens', 'cancel', 'ped']",1.0
"['ped', 'capinhasest', 'pag', 'duas', 'so', 'vei', 'umaenta', 'nao', 'nad', 'satisfeit', 'esper', 'repar', 'erro']",0.0
"['cheg', 'antes', 'previst']",1.0
"['compr', 'comb', 'unidad', 'total', 'caix', 'efetu', 'pagament', 'vist', 'compreend', 'dev', 'grev', 'ocorr', 'atras', 'infeliz', 'cheg', 'comb', 'caix']",0.0
"['otim', 'atend']",1.0
"['otim', 'entreg', 'antes', 'praz', 'bom', 'produt']",1.0
"['venc', 'segund', 'parcel', 'produt', 'ate', 'agor', 'nao', 'cheg', 'item']",0.0
['bom'],1.0
"['bom', 'trabalh']",1.0
"['relogi', 'aparent', 'qualidad', 'inferior', 'relogi', 'marc', 'casi', 'nao', 'vei', 'manual', 'portugu', 'demonstr', 'import']",1.0
"['bel', 'atend', 'otim', 'profission', 'otim', 'suport']",1.0
"['sup', 'satisfeit']",1.0
"['produt', 'nao', 'receb']",0.0
"['entreg', 'dentr', 'praz', 'produt', 'atend', 'expect', 'recom']",1.0
"['ador', 'compr', 'ness', 'sit', 'vem', 'jeit', 'fot']",1.0
"['ate', 'agor', 'nao', 'receb', 'produt', 'compr', 'dar', 'natal', 'natal', 'filh', 'lig', 'ningu', 'sab', 'dar', 'posica', 'fqye', 'prejuiz']",0.0
['rap'],1.0
['profissional'],1.0
"['sempr', 'compr', 'sit', 'fiqu', 'satisfeit', 'infeliz', 'primeir', 'vez', 'acontec', 'imprevist', 'esper', 'problem', 'resolv', 'brev', 'pois', 'precis', 'mercador']",0.0
"['apes', 'contratemp', 'sobr', 'sit', 'correi', 'nao', 'inform', 'trajet', 'produt', 'tud', 'conform', 'planej', 'entreg', 'dentr', 'praz', 'estabelec']",1.0
"['nao', 'receb', 'ningu', 'loj', 'contat', 'email', 'promet']",0.0
['bom'],1.0
"['cheg', 'antes', 'praz', 'ta', 'parabens']",1.0
"['fiqu', 'sup', 'content', 'cheg', 'antes', 'praz']",1.0
"['entreg', 'previst', 'dia', 'julh', 'cheg', 'bem', 'antes', 'acab', 'cheg', 'dia', 'feliz', 'targaryen']",1.0
"['vei', 'quebr']",0.0
"['insatisfeit', 'compr', 'porqu', 'ate', 'agor', 'nao', 'receb', 'not', 'fiscal', 'envi', 'mim', 'ja', 'quas', 'mes', 'feit', 'compr', 'nao', 'recom']",0.0
['recom'],1.0
"['excelent', 'produt', 'recom', 'tod']",1.0
"['produt', 'cheg', 'praz', 'tud', 'ok']",1.0
['bom'],1.0
"['receb', 'produt', 'dentr', 'praz', 'exat', 'dias', 'apos', 'compr']",1.0
"['prefir', 'comentari']",0.0
"['produt', 'lev', 'pequen', 'sensivel', 'confess', 'fiqu', 'duv', 'original', 'n', 'vei', 'caix', 'sim', 'saquinh', 'plastic', 'cap', 'velud', 'marc', 'impress']",0.0
"['sup', 'funcion']",1.0
"['eficient', 'entreg', 'feit', 'dias', 'antes', 'dat', 'previst']",1.0
"['segund', 'compr', 'fac', 'atrav', 'app', 'pag', 'fret', 'absurd', 'produt', 'nao', 'entreg', 'cas', 'comec', 'faz', 'compr', 'onlin', 'comod', 'receb', 'cas', 'retir', 'corr']",0.0
"['gost', 'compr', 'uniu', 'mercador', 'valor']",1.0
"['receb', 'produt', 'antes', 'dat', 'previst', 'entreg', 'produt', 'perfeit', 'condico']",1.0
"['produt', 'entreg', 'conform', 'combin']",1.0
"['produt', 'excelent', 'rap', 'boa', 'memor', 'excelent', 'process', 'perfeit', 'relaca', 'cust', 'benefici', 'alem', 'bonit', 'design', 'modern', 'fin', 'cheg', 'apos', 'quatr', 'dias', 'bom']",1.0
"['excelent', 'vendedor', 'produt']",1.0
"['produt', 'otim', 'qualidad', 'entregu', 'prazosatisfeit']",1.0
"['entreg', 'praz', 'corret', 'produt', 'otim', 'qualidad', 'sup', 'satisfeit', 'compr', 'feliz', 'produt', 'adquer', 'tant', 'entreg', 'qualidad', 'material', 'receb']",1.0
"['otim', 'bom', 'material', 'funcion', 'fast', 'charg', 'fio', 'usam', 'adapt', 'propri', 'pra', 'part', 'lig', 'tom', 'precis', 'ter', 'funca', 'pratic', 'plev', 'bols', 'pequen', 'lev']",1.0
"['entreg', 'dentr', 'praz']",1.0
"['recom', 'fic', 'top', 'linh', 'empres', 'tb']",1.0
"['receb', 'td', 'certinh']",1.0
"['eficient', 'parabens', 'obrig']",1.0
"['bonit', 'quent']",1.0
"['produt', 'realment', 'desej', 'entreg', 'feit', 'antos', 'praz', 'estipul']",1.0
"['otim', 'produt']",1.0
"['bem', 'rap', 'entreg', 'bom', 'compr', 'vcs']",1.0
"['lind', 'ades', 'otim', 'qualidad', 'ador']",1.0
"['produt', 'excelent', 'entreg', 'antes', 'previst']",1.0
"['nao', 'gost', 'loj', 'porqu', 'tent', 'cancel', 'ped', 'troc', 'outr', 'lustre', 'loj', 'nao', 'aceit']",0.0
['gost'],1.0
['bom'],1.0
"['entreg', 'antes', 'praz', 'problem', 'scann', 'algum', 'problem', 'pois', 'nao', 'consig', 'conect', 'celul', 'mot', 'g', 'play', 'wif', 'bluetooth', 'sinal', 'scann', 'nao', 'aparec']",0.0
"['nao', 'recom', 'produt', 'nao', 'funcion', 'vei', 'embalag', 'proteca']",0.0
"['ame', 'lumin', 'fot', 'parec', 'pouc', 'menor']",1.0
['satisfeit'],1.0
"['atend', 'praz']",1.0
"['produt', 'porc', 'nao', 'parec', 'apresent']",0.0
['recom'],1.0
"['produt', 'entregu', 'praz', 'corret', 'cert', 'compr', 'vez']",1.0
['otim'],1.0
"['previsa', 'entreg', 'ate', 'encomend', 'atras', 'dias', 'quer', 'respald', 'loj']",0.0
['recom'],1.0
"['bonit', 'pec', 'decoraca', 'compr']",1.0
['otim'],1.0
"['produt', 'cheg', 'praz']",1.0
"['dei', 'presenteest', 'td', 'cert', 'c', 'produt']",1.0
"['cheg', 'sup', 'rap', 'bem', 'bonit', 'deix', 'ambient', 'bem', 'agradavel', 'recom']",1.0
"['recom', 'bom']",1.0
"['otim', 'produt', 'entreg', 'bem', 'antes', 'praz', 'sup', 'recom']",1.0
"['receb', 'certinh', 'antes', 'praz']",1.0
"['produt', 'bom', 'entreg', 'problem', 'antes', 'praz', 'previst', 'recom']",1.0
"['sit', 'cartuch', 'original', 'receb', 'cartuch', 'compativel', 'propagand', 'engan']",0.0
"['excelent', 'entreg', 'antes', 'praz', 'otim', 'atend']",1.0
"['nao', 'receb', 'produt']",0.0
['bom'],1.0
"['so', 'receb', 'cadeir', 'aind', 'falt']",0.0
['bom'],1.0
"['excelent', 'produt', 'indic', 'qualqu', 'pesso']",0.0
['otim'],1.0
"['consumidor', 'les', 'inadmissivel', 'empres', 'dest', 'port', 'comercializ', 'produt', 'pirat', 'pagin', 'oficial', 'relogi', 'replic', 'barat', 'tom', 'med', 'cabiv']",0.0
"['parabens', 'targaryen']",1.0
"['produt', 'nov', 'vem', 'caix', 'recom']",1.0
"['otim', 'produt', 'entreg', 'rap']",1.0
"['negociaca', 'ocorr', 'conform', 'negoc', 'exceca', 'pequen', 'atras']",1.0
"['gost', 'produt', 'cozinh', 'fic', 'show']",1.0
"['cheg', 'tud', 'direitinhob', 'embal', 'bem', 'antes', 'dat', 'previst']",1.0
"['compr', 'gost', 'vou', 'compr', 'outr', 'agor', 'cheg', 'bem', 'antes', 'praz', 'parabens']",1.0
"['bem', 'atend']",1.0
"['cheg', 'correspondenc', 'dia', 'segu', 'cheg', 'outr', 'log', 'ache', 'mand', 'apen', 'deu', 'tud', 'cert']",1.0
"['entreg', 'sup', 'rap', 'ame', 'produt', 'certez', 'indic']",1.0
"['compr', 'frasc', 'mac', 'so', 'cheg', 'pagu', 'dois', 'frasc', 'fret', 'tamb', 'dois', 'esper', 'situaca', 'resolv']",0.0
"['nao', 'receb', 'produt', 'compr', 'receb', 'produt', 'diferent']",0.0
"['tapet', 'finobonit', 'pod', 'gross', 'part', 'baix']",1.0
['otim'],1.0
"['compr', 'rimel', 'tang', 'embalag', 'vermelh', 'receb', 'outr', 'produt', 'entre', 'contat', 'lannist', 'solicit', 'informaco', 'troc', 'ate', 'agor', 'ningu', 'respond']",0.0
"['esquec', 'senh', 'nao', 'consegu', 'entrar', 'cont', 'peg', 'codig', 'rastrei', 'produt', 'aind', 'nao', 'cheg', 'nao', 'sei', 'onde', 'obrig']",0.0
"['vei', 'ate', 'sel', 'importaca']",1.0
"['fiz', 'compr', 'produt', 'present', 'pesso', 'apos', 'alguns', 'dias', 'compr', 'produt', 'pass', 'inform', 'indisponivel', 'valor', 'ja', 'descont', 'carta', 'produt', 'nao', 'entreg']",0.0
"['qer', 'produt', 'log', 'q', 'demor']",0.0
"['aind', 'nao', 'utiliz', 'embalagens', 'to', 'aguard', 'maquin', 'cheg']",1.0
"['cumpr', 'tud', 'descrit', 'anunci']",1.0
"['nao', 'receb', 'produt', 'continu', 'receb', 'estorn', 'valor', 'pagu', 'pro', 'produt']",0.0
['otim'],1.0
"['decepcion', 'lannistercom', 'pois', 'produt', 'cheg', 'padroesal', 'caix', 'bonec', 'ter', 'vind', 'total', 'abert', 'produt', 'parec', 'usad', 'falsificadoest', 'risc', 'mal', 'pint']",0.0
"['demor', 'pra', 'entreg']",0.0
"['gost', 'entreg', 'antes', 'previst', 'produt', 'excelent']",1.0
"['praz', 'entreg', 'ja', 'pass', 'nao', 'receb', 'nenhum', 'mensag', 'informaco']",0.0
"['surpreend', 'entreg', 'rap', 'produt', 'bonit', 'maci', 'entreg', 'antes', 'praz', 'produt', 'bonit', 'maci', 'atras', 'anti', 'derrap']",1.0
"['entreg', 'rap']",1.0
"['ja', 'fiz', 'var', 'compr', 'lannistercom', 'nunc', 'problem', 'dess', 'vez', 'nao', 'receb', 'produt', 'receb', 'email', 'inform', 'p', 'retir', 'agenc', 'correi', 'pois', 'compr']",0.0
"['receb', 'temp', 'certoobrig']",1.0
"['ador', 'lind', 'pratic', 'recom']",1.0
"['produt', 'cheg', 'antes', 'praz']",1.0
"['aind', 'nao', 'use', 'parec', 'bom', 'uso', 'dou', 'outr', 'opinia']",1.0
"['mand', 'produt', 'med', 'menor', 'anunc', 'solicit', 'troc']",0.0
"['tud', 'cert']",1.0
"['rap', 'eficienc']",1.0
"['nunc', 'pilh', 'fic', 'danc', 'nao', 'contat', 'nao', 'menor', 'anim', 'reclam', 'trabalh', 'dem', 'resum', 'nao', 'compr', 'tip', 'produt', 'on', 'lin', 'evit', 'tip', 'preju']",0.0
"['tud', 'conform', 'entreg', 'rapidaest', 'satisfeit']",1.0
"['entreg', 'rap', 'dentr', 'praz', 'sup', 'recom']",1.0
['excelent'],1.0
"['so', 'vei', 'lancheir', 'falt', 'mochil']",0.0
"['receb', 'produt', 'cert', 'dentr', 'praz', 'combin']",1.0
"['muit', 'ansiedad', 'cheg', 'produt', 'gost']",1.0
"['nao', 'receb', 'produt', 'aind', 'praz', 'ate', 'aguard', 'receb', 'apen', 'dois', 'mix', 'arno']",1.0
"['bols', 'lind', 'material', 'bom', 'fiqu', 'satisfeit', 'sup', 'recom']",1.0
"['bom', 'recom']",1.0
"['insatisfeit', 'porqu', 'nao', 'consig', 'sab', 'motiv', 'atras', 'cheg', 'nad', 'inform']",0.0
"['vei', 'bem', 'antes', 'praz', 'tecl', 'mous', 'funcion', 'tv', 'smart', 'k', 'samsung', 'maravilh']",1.0
"['boa', 'noit', 'gost', 'sab', 'cancel', 'ped', 'nao', 'poss', 'esper', 'obrig']",0.0
['bom'],0.0
['bom'],1.0
"['produt', 'qualidad', 'prec', 'just', 'entreg', 'dentr', 'praz', 'produt', 'atend', 'expect', 'recom', 'vendedor']",1.0
"['produt', 'cheg', 'rap', 'descrit', 'anunci', 'otim', 'vendedor']",1.0
"['embalag', 'vei', 'abert', 'produt', 'encard', 'falt', 'cab', 'forc']",0.0
"['excelent', 'produt', 'entreg', 'rap', 'esper']",1.0
"['compr', 'unidad', 'entregu', 'apen', 'pacot', 'unidad', 'cad', 'aind', 'nao', 'sei', 'sera', 'entregu', 'outr', 'unidad', 'faltant', 'qualqu', 'form', 'entreg', 'dev', 'unic', 'vez']",0.0
"['bom', 'produtocheg', 'antes', 'prazon', 'verdad', 'cheg', 'rap', 'recom']",1.0
['bom'],1.0
"['loj', 'pessim', 'nao', 'cumpr', 'praz']",0.0
"['entreg', 'rap', 'esper', 'embal', 'direitinh', 'otim', 'produt', 'sup', 'recomend']",1.0
"['produt', 'dentr', 'esper']",1.0
"['aind', 'nao', 'obtiv', 'respost', 'porqu', 'atras']",0.0
"['produt', 'maravilh', 'ja', 'entreg', 'demor']",1.0
"['produt', 'bom', 'receb', 'bem', 'antes', 'esper', 'tud', 'perfeit', 'sup', 'recom']",1.0
"['lind', 'produt', 'qualidad', 'diferenc', 'acab', 'perfeit']",1.0
"['efetu', 'compr', 'ja', 'pass', 'dat', 'provavel', 'entreg', 'ate', 'moment', 'nao', 'receb', 'produt', 'parec', 'loj', 'necessit', 'produt', 'trabalh', 'verdadeir', 'descas', 'consum']",0.0
"['entreg', 'bem', 'antes', 'praz', 'maravilh']",1.0
"['boa', 'loj']",1.0
"['recom', 'produt', 'bom']",1.0
"['excelent', 'produt', 'forus', 'ja', 'esper', 'qualidad', 'empres', 'vendedor', 'intermedi', 'respeit', 'client', 'cheg', 'bem', 'antes', 'praz']",1.0
"['demor', 'pouquinh', 'porqu', 'ficas', 'ansios', 'pra', 'cheg', 'log', 'dentr', 'praz', 'tud', 'ok']",1.0
"['sup', 'mac', 'ador', 'recom', 'sim']",1.0
"['parabens', 'loj', 'lannist', 'confianc', 'qualidad', 'entreg']",1.0
"['marc', 'entreg', 'produtosm', 'realidad', 'receb', 'apen', 'falt', 'tapet', 'borbolet']",0.0
"['ador', 'compr', 'loj', 'cheg', 'seman', 'antes', 'praz', 'recom']",1.0
"['ja', 'fiz', 'outr', 'compr', 'sempr', 'elogi', 'dess', 'vez', 'compr', 'produt', 'nao', 'notific', 'busc', 'correi', 'outr', 'municipi', 'soub', 'nao', 'compr']",0.0
"['excelent', 'produt', 'original', 'caix', 'manual', 'garant', 'cheg', 'praz', 'gost']",1.0
['bom'],1.0
"['recom', 'eficient', 'rap']",1.0
"['recomend', 'tod', 'mund', 'bom', 'produt', 'cheg', 'dia', 'tud', 'direitinh']",1.0
"['tonn', 'compativel', 'instal', 'ok', 'impressor', 'saiu', 'falh', 'compr', 'outr', 'outr', 'empres', 'saiu', 'normal']",0.0
"['fiqu', 'satisfeit', 'recom']",1.0
"['produt', 'cheg', 'antes', 'praz', 'estim']",1.0
"['recom', 'tud', 'cert']",1.0
"['bon', 'atend', 'bom', 'produt']",1.0
"['entreg', 'antes', 'praz', 'mesinh', 'bonit']",1.0
"['nao', 'receb', 'produt', 'nao', 'diz', 'q', 'acontec', 'so', 'email', 'correi', 'diz', 'q', 'produt', 'nao', 'cheg', 'fortal', 'ja', 'protocol', 'abert', 'nao', 'respost']",0.0
['bom'],1.0
"['entreg', 'praz', 'tud', 'corret', 'ressalv', 'const', 'transport', 'nao', 'hav', 'ningu', 'cas', 'vizinh', 'lad', 'lav', 'jat', 'sobr', 'avis', 'segund', 'ningu', 'entreg', 'nad']",1.0
"['conform', 'sobrinh', 'produt', 'respond', 'expect', 'bom']",1.0
"['produt', 'cheg', 'antes', 'praz', 'vei', 'coqueteleir', 'bonit', 'fot', 'otim', 'qualidad', 'recom']",1.0
"['vei', 'antes', 'praz', 'tud', 'ok']",1.0
"['nao', 'receb', 'produt', 'nao', 'sei', 'porqu', 'esper', 'respost', 'transparent']",0.0
"['produt', 'demor', 'cerc', 'dois', 'mes', 'cheg', 'alem', 'diss', 'produt', 'nao', 'cont', 'med', 'divulg', 'anunci', 'nao', 'recom']",0.0
"['gost', 'produt', 'cheg', 'antes', 'praz', 'estim', 'agor', 'so', 'usufru', 'benefici', 'adquir']",1.0
"['tud', 'perfeit', 'atend', 'produt', 'entreg', 'bem', 'antes', 'dat', 'previst']",1.0
"['entreg', 'antes', 'praz', 'otim']",1.0
"['ja', 'cancel', 'compr', 'nao', 'sei', 'porqu', 'esta', 'insist', 'entreg']",0.0
"['bom', 'custobenefici']",1.0
"['produt', 'vei', 'danific', 'ja', 'solicit', 'devoluca', 'trocaressarc', 'receb', 'retonr', 'aind', 'nao', 'receb', 'email', 'fic', 'envi', 'faz', 'reclamaca']",0.0
"['ador', 'linda', 'cheg', 'antes', 'praz']",1.0
"['receb', 'bem', 'embal', 'produt', 'bonit', 'parec', 'fot', 'praz', 'dias', 'menor', 'estim', 'ato', 'compr', 'ador']",1.0
"['entreg', 'deficient']",0.0
"['aind', 'aguard', 'contat', 'sab', 'outr', 'produt', 'falt']",0.0
"['entreg', 'sup', 'rap', 'produt', 'acord', 'caracterist', 'descrit', 'sit', 'excelent']",1.0
"['are', 'risc', 'ja', 'paso', 'hor', 'adequ']",1.0
"['sup', 'indic', 'entreg', 'antes', 'praz', 'produt', 'oti', 'qualidadeam']",1.0
"['produt', 'vei', 'abert', 'nao', 'funcion', 'corret', 'dinheir', 'desperdic', 'ja', 'espos', 'receb', 'jog', 'embalagens', 'tip', 'produt', 'nao', 'compr', 'baratheon']",0.0
"['nao', 'receb', 'ped']",0.0
"['produt', 'excelent', 'qualidad']",1.0
"['gost', 'recom']",1.0
"['produt', 'entreg', 'antes', 'praz', 'boa', 'qualidad', 'recom']",1.0
"['cap', 'boa', 'atend', 'necess', 'unic', 'problem', 'falt', 'informaca', 'sobr', 'paradeir', 'entreg', 'so', 'inform', 'correi', 'dificuldad']",1.0
"['posit', 'segur', 'compr']",1.0
"['ame', 'produt']",1.0
"['mercador', 'cheg', 'antes', 'praz', 'recom']",1.0
"['produt', 'bom', 'cust', 'benefici', 'estamp', 'igual', 'fot']",1.0
"['produt', 'previst', 'entreg', 'junh', 'por', 'antecipaca', 'avis', 'sit', 'correi', 'fim', 'q', 'busc', 'produt', 'pq', 'pagu', 'fret']",0.0
"['cheg', 'praz', 'ache', 'excelent', 'produt']",1.0
"['produt', 'cheg', 'quebr', 'quer', 'favor', 'dinheir', 'volt', 'fac', 'devolv', 'produt']",0.0
['eficienc'],1.0
"['excelentebonit', 'ajust', 'facil', 'brac', 'nao', 'grand', 'tamanh', 'ideal', 'muit', 'funco', 'sup', 'recom']",1.0
"['desd', 'moment', 'compr', 'ate', 'entreg', 'perfeit', 'obrig']",1.0
"['esper', 'tec', 'melhor', 'pois', 'outr', 'fios', 'sao', 'otim', 'decepcion']",0.0
['excelent'],1.0
"['nao', 'entreg', 'residenc', 'busc', 'correi']",0.0
"['carreg', 'original', 'asus', 'linh', 'zenfon', 'carreg', 'turb', 'tud', 'pod', 'compr', 'satisfeit']",1.0
"['tud', 'bom', 'produt', 'cheg', 'ate', 'antes', 'dat', 'previst', 'indic', 'certez', 'pra', 'compr', 'sit', 'oficial', 'sempr', 'obrig', 'servic', 'vcs']",1.0
"['boa', 'compr', 'cheg', 'praz', 'tud', 'certinh', 'recom']",1.0
"['muit', 'demor', 'pra', 'entreg', 'acim', 'tud', 'nao', 'nehum', 'informaca', 'produt', 'saiu', 'pra', 'entreg', 'ate', 'situaca', 'q', 'produt', 'val', 'lembr', 'pagament', 'ja', 'efetu']",0.0
"['mud', 'opinia', 'assim', 'receb', 'produt', 'const', 'sit', 'produt', 'entreg', 'nao', 'receb']",0.0
"['versatil', 'logist', 'sao', 'component', 'equip', 'baratheon', 'bom']",1.0
"['compr', 'entreg', 'defeit', 'nao', 'funcion']",0.0
"['nao', 'receb', 'produt', 'pois', 'nao', 'hav', 'dest', 'estoqu', 'assim', 'esper', 'reembols', 'proxim', 'tarif', 'carta', 'credit']",0.0
"['produt', 'igual', 'anunc', 'receb', 'antes', 'praz', 'satisfeit', 'compr']",1.0
"['boa', 'luv', 'pra', 'ameniz', 'dias', 'fri']",1.0
"['cheg', 'ate', 'antes', 'dat', 'ador', 'tud', 'inteir', 'perfeit', 'estadomobrig']",1.0
"['tud', 'certinh', 'cheg', 'praz']",1.0
"['produt', 'qualidad', 'tamanh', 'ideal']",1.0
"['receb', 'perfum', 'vei', 'sel', 'adipec', 'nao', 'gost', 'diss', 'alem', 'mal', 'embal', 'celofan', 'caix', 'mal', 'fech', 'compr', 'loj', 'receb', 'nom', 'outr', 'nao', 'entend']",0.0
"['chat', 'receb', 'produt', 'dat', 'marc', 'receb', 'pra', 'pior', 'aind', 'vei', 'defeit']",0.0
"['entreg', 'antes', 'praz', 'bom', 'material', 'val', 'pen', 'filh', 'amou']",1.0
"['bom', 'produt']",1.0
"['entreg', 'antes', 'praz', 'produt', 'otim', 'qualidad', 'recom']",1.0
"['enquant', 'tud', 'perfeit', 'produt', 'cheg', 'direitinh', 'esper', 'funcion', 'nao', 'apresent', 'futur', 'problem']",1.0
"['suspensa', 'boa', 'pouc', 'dur', 'normal', 'tod', 'sao', 'recom', 'dem', 'pra', 'quer', 'abaix', 'golet']",1.0
"['solicit', 'reembols', 'dinheit']",0.0
"['aind', 'nao', 'receb', 'demor']",0.0
"['nao', 'receb', 'cap', 'anti', 'poeir', 'cancel', 'bolet']",0.0
['excelent'],1.0
"['ador', 'produt', 'entreg', 'rap', 'bem', 'antes', 'praz', 'sup', 'recom']",1.0
['recom'],1.0
"['tud', 'dentr', 'promet', 'produt', 'praz', 'otim', 'atend']",1.0
"['gost', 'produt']",1.0
"['entreg', 'rap']",1.0
"['produt', 'excelent', 'entreg', 'sup', 'rap']",1.0
[],1.0
"['excelent', 'produt', 'recom']",1.0
"['boa', 'compr', 'produt', 'entreg', 'praz', 'tod', 'seguranc']",1.0
"['bom', 'gost', 'bastant', 'tec', 'otim', 'atend', 'espect', 'sup', 'recom']",1.0
"['otim', 'produt']",1.0
"['bom', 'cheg', 'bem', 'antes', 'temp', 'previst']",1.0
"['produt', 'entreg', 'antes', 'praz', 'dentr', 'especificaco', 'indic']",1.0
"['boa', 'noit', 'empres', 'stark', 'receb', 'seman', 'produt', 'solicit', 'otim', 'estad', 'obrig', 'atenc', 'jeferson', 'g']",1.0
"['mud', 'avaliaca', 'tud', 'der', 'cert']",0.0
"['recom', 'produt', 'pois', 'sup', 'adequ', 'problem', 'alerg', 'bem', 'mac', 'cap', 'gost']",1.0
['bom'],1.0
"['volt', 'compr']",1.0
"['atras', 'entreg', 'resolv', 'cancel', 'compr', 'ter', 'devoluca', 'valor', 'deposit', 'cont', 'corrent', 'por', 'period', 'receb', 'mercador']",0.0
"['ador', 'cheg', 'dat', 'cert', 'vou', 'continu', 'compr']",1.0
"['fiqu', 'satisfeit', 'produt', 'fic', 'dentr', 'espect']",1.0
"['ja', 'ped', 'devoluca', 'nao', 'gost', 'produtovei', 'caix', 'brinqued', 'rasg', 'algurm', 'ja', 'abert', 'cartel', 'ades', 'vei', 'adesivo', 'cor', 'nao', 'leg']",0.0
"['so', 'receb', 'item', 'ja', 'marc', 'receb', 'sit', 'lannist', 'correi', 'alem', 'loj', 'nao', 'respond', 'contat']",0.0
"['produt', 'cheg', 'rap', 'tud', 'corret', 'indic', 'tod']",1.0
"['apes', 'demor', 'entreg', 'regia', 'segur', 'compr', 'nest', 'sit']",1.0
"['produt', 'entreg', 'nao', 'comprei', 'aind', 'vei', 'defeit', 'part', 'lateral', 'direit', 'vei', 'abert', 'volum', 'sob', 'sozinh', 'so', 'segur', 'control', 'nao', 'consegu', 'reimb']",0.0
"['produt', 'nao', 'entreg']",0.0
"['ja', 'pagu', 'ate', 'moment', 'nao', 'receb', 'produt', 'aguard', 'diss', 'cheg', 'ate', 'ate', 'moment', 'nad', 'entreg']",0.0
"['compr', 'dois', 'produt', 'cheg', 'so', 'envi', 'fal', 'post', 'cheg', 'soment', 'quer', 'produt', 'dinheir', 'volt']",0.0
"['fot', 'produt', 'hor', 'produt', 'cheg', 'total', 'diferent']",0.0
"['qualidad', 'produt', 'ruim']",0.0
"['compr', 'produt', 'dia', 'fevereir', 'hoj', 'dia', 'marc', 'nao', 'entreg', 'residenc', 'nao', 'sei', 'correi', 'dess', 'brasil', 'pessim', 'propr', 'loj', 'demor', 'post']",0.0
"['ped', 'pres', 'correi']",0.0
"['produt', 'envi', 'conform', 'praz', 'perfeit', 'descrica']",1.0
"['vendedor', 'entreg', 'produt', 'corret', 'seman', 'antes', 'praz', 'satisfeit']",1.0
"['produt', 'cheg', 'bem', 'antes', 'esper', 'atend', 'tod', 'expect']",1.0
"['cheg', 'bem', 'antes', 'praz', 'funcion', 'perfeit', 'por', 'vei', 'voltag', 'errad', 'compr', 'vei', 'agor', 'vou', 've', 'fac', 'pra', 'troc']",1.0
"['aparelh', 'nao', 'vei', 'acompanh', 'cab', 'anten', 'extern']",1.0
"['produt', 'entreg', 'cas', 'errad', 'vizinh', 'receb', 'pec', 'verifiqu', 'empres', 'entreg', 'pois', 'nao', 'primeir', 'vez', 'acontec']",1.0
"['produt', 'acord', 'anunc', 'entreg', 'dentr', 'praz', 'aparent', 'bom', 'temp', 'vou', 'descobr']",1.0
"['mercador', 'entreg', 'praz', 'material', 'excelent', 'qualidad', 'facil', 'colocaca', 'ajustous', 'perfeit']",1.0
"['cd', 'instalaca', 'quebr', 'caix', 'impressor', 'che', 'fit', 'ades', 'remend', 'produt', 'parec', 'exposica']",0.0
"['produt', 'qualidad', 'compr', 'satisfator', 'recom']",1.0
"['nao', 'receb', 'aind', 'produt']",0.0
"['gost', 'cont', 'rapidez', 'vcs', 'continu', 'assim', 'vao', 'ter', 'cad', 'dia', 'client', 'fiel']",1.0
"['material', 'resistent', 'por', 'nao', 'ache', 'bonit', 'perfil']",1.0
"['produt', 'alta', 'qualidad']",1.0
"['excelent', 'compr', 'entreg', 'realiz', 'antes', 'previst']",1.0
"['produt', 'boa', 'qualidad', 'cheg', 'antes', 'previst', 'bem', 'embal', 'bem', 'identific']",1.0
['recom'],1.0
"['recom', 'tod', 'bom']",1.0
"['cheg', 'tud', 'cert', 'otim', 'produt']",1.0
"['recom', 'produt']",1.0
"['nao', 'consig', 'rastr', 'produt', 'muit', 'demor', 'pra', 'entreg']",0.0
"['produt', 'cheg', 'praz', 'por', 'vei', 'quebr']",0.0
"['entreg', 'feit', 'bem', 'antes', 'praz', 'bom']",1.0
"['produt', 'qualidad', 'tal', 'fot', 'soment', 'soquet', 'fich', 'tecnic', 'descrit', 'entreg']",1.0
"['esper', 'obter', 'respost', 'encomend', 'compr', 'control', 'remot', 'ar', 'condicion', 'apen', 'receb', 'control', 'komec', 'control', 'elgin', 'ped', 'pag', 'so', 'entreg', 'control', 'elg']",0.0
"['super', 'qualidad', 'produt', 'entreg']",1.0
"['kd', 'produt', 'ja', 'pag']",0.0
"['mes', 'pouc', 'alta', 'util', 'aind', 'entreg', 'dentr', 'praz', 'r', 'produt', 'corret']",1.0
"['produt', 'embalag']",1.0
